season,episode,baker,age,hometown,occupation,series.x,na_4,in_stayed_in_out_eliminated_star_baker_star_baker_winner_series_winner_runner_up_series_runner_up_wd_withdrew,series.y,signature_bake,show_stopper
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,baker,NA,NA,NA,series,technical,result,NA,NA,NA
1,1,Annetha,NA,NA,NA,1,2,IN,NA,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream"
1,1,David,NA,NA,NA,1,3,IN,NA,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs"
1,1,Edd,NA,NA,NA,1,1,IN,NA,Caramel Cinnamon and Banana Cake,N/A
1,1,Jasminder,NA,NA,NA,1,NA,IN,NA,Fresh Mango and Passion Fruit Hummingbird Cake,N/A
1,1,Jonathan,NA,NA,NA,1,9,IN,NA,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry
1,1,Louise,NA,NA,NA,1,NA,IN,NA,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border"
1,1,Miranda,NA,NA,NA,1,8,IN,NA,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations
1,1,Ruth,NA,NA,NA,1,NA,IN,NA,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles
1,1,Lea,NA,NA,NA,1,10,OUT,NA,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit
1,1,Mark,NA,NA,NA,1,NA,OUT,NA,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.
1,2,David,NA,NA,NA,1,8,IN,NA,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles
1,2,Edd,NA,NA,NA,1,6,IN,NA,Oatmeal Raisin Cookie,Pink Macarons
1,2,Jasminder,NA,NA,NA,1,2,IN,NA,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs
1,2,Jonathan,NA,NA,NA,1,1,IN,NA,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream
1,2,Miranda,NA,NA,NA,1,3,IN,NA,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons
1,2,Ruth,NA,NA,NA,1,5,IN,NA,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs
1,2,Annetha,NA,NA,NA,1,7,OUT,NA,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs
1,2,Louise,NA,NA,NA,1,4,OUT,NA,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons"
NA,2,Lea,NA,NA,NA,1,NA,NA,NA,NA,NA
4,2,Mark,NA,NA,NA,1,NA,NA,NA,Rosemary & Raisin Breadsticks,Sage & Garlic Plait
1,3,David,NA,NA,NA,1,4,IN,NA,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun"
1,3,Edd,NA,NA,NA,1,1,IN,NA,Olive Bread,Tomato and Mozzarella
1,3,Jasminder,NA,NA,NA,1,5,IN,NA,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots"
1,3,Miranda,NA,NA,NA,1,3,IN,NA,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns"
1,3,Ruth,NA,NA,NA,1,2,IN,NA,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels"
1,3,Jonathan,NA,NA,NA,1,6,OUT,NA,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun"
NA,3,Annetha,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,3,Lea,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,3,Louise,NA,NA,NA,1,NA,NA,NA,NA,NA
4,3,Mark,NA,NA,NA,1,NA,NA,NA,"Ginger, Mango and Passion Fruit Trifle",Rose and Pistachio MacaroonsChocolate and Raspberry Bites
1,4,Edd,NA,NA,NA,1,3,IN,NA,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer"
1,4,Jasminder,NA,NA,NA,1,2,IN,NA,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble"
1,4,Miranda,NA,NA,NA,1,1,IN,NA,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble"
1,4,Ruth,NA,NA,NA,1,4,IN,NA,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings"
1,4,David,NA,NA,NA,1,5,OUT,NA,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear"
NA,4,Annetha,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,4,Jonathan,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,4,Lea,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,4,Louise,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,4,Mark,NA,NA,NA,1,NA,NA,NA,NA,NA
1,5,Edd,NA,NA,NA,1,2,IN,NA,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés"
1,5,Miranda,NA,NA,NA,1,1,IN,NA,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés"
1,5,Ruth,NA,NA,NA,1,3,IN,NA,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés"
1,5,Jasminder,NA,NA,NA,1,4,OUT,NA,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés"
NA,5,Annetha,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,5,David,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,5,Jonathan,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,5,Lea,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,5,Louise,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,5,Mark,NA,NA,NA,1,NA,NA,NA,NA,NA
1,6,Miranda,NA,NA,NA,1,NA,Runner-up,NA,Lemon Cupcake,Eliminated after signature
1,6,Ruth,NA,NA,NA,1,NA,Runner-up,NA,"Mint, Ginger and Blackberry Cake",NA
1,6,Edd,NA,NA,NA,1,NA,WINNER,NA,Cinnamon and Banana Cake,NA
NA,6,Annetha,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,David,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,Jasminder,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,Jonathan,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,Lea,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,Louise,NA,NA,NA,1,NA,NA,NA,NA,NA
NA,6,Mark,NA,NA,NA,1,NA,NA,NA,NA,NA
2,1,Ben,NA,NA,NA,2,2,IN,NA,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream
2,1,Ian,NA,NA,NA,2,10,IN,NA,Apple and Cinnamon Cupcakes,UNKNOWN
2,1,Janet,NA,NA,NA,2,8,IN,NA,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles
2,1,Jason,NA,NA,NA,2,6,IN,NA,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN
NA,1,Joanne,NA,NA,NA,2,11,IN,NA,NA,NA
2,1,Mary-Anne,NA,NA,NA,2,4,IN,NA,Banoffee Cupcakes,Chocolate and Raspberry Opera cake
2,1,Robert,NA,NA,NA,2,3,IN,NA,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache
2,1,Simon,NA,NA,NA,2,9,IN,NA,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake
2,1,Urvashi,NA,NA,NA,2,7,IN,NA,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN
2,1,Yasmin,NA,NA,NA,2,5,IN,NA,Cardamom and Pomegranate Cupcakes,UNKNOWN
2,1,Keith,NA,NA,NA,2,12,OUT,NA,Earl Grey Cupcakes,Chocolate and Sour Cream Cake
2,1,Holly,NA,NA,NA,2,1,STAR BAKER,NA,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN
2,2,Ben,NA,NA,NA,2,1,IN,NA,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts
2,2,Holly,NA,NA,NA,2,4,IN,NA,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts
2,2,Ian,NA,NA,NA,2,2,IN,NA,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN
2,2,Janet,NA,NA,NA,2,8,IN,NA,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts
NA,2,Joanne,NA,NA,NA,2,10,IN,NA,NA,NA
2,2,Mary-Anne,NA,NA,NA,2,9,IN,NA,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts
2,2,Robert,NA,NA,NA,2,5,IN,NA,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart"
2,2,Urvashi,NA,NA,NA,2,7,IN,NA,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts
2,2,Yasmin,NA,NA,NA,2,6,IN,NA,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts
2,2,Simon,NA,NA,NA,2,11,OUT,NA,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts"
2,2,Jason,NA,NA,NA,2,3,STAR BAKER,NA,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts
NA,2,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
2,3,Ben,NA,NA,NA,2,3,IN,NA,"Walnut, Raisin and Rosemary Loaf",UNKNOWN
2,3,Holly,NA,NA,NA,2,6,IN,NA,Picnic Loaf,Stilton and Walnut Rolls
2,3,Janet,NA,NA,NA,2,8,IN,NA,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls
2,3,Jason,NA,NA,NA,2,7,IN,NA,Cheese and Onion Tear and Share Loaf,UNKNOWN
NA,3,Joanne,NA,NA,NA,2,1,IN,NA,NA,NA
2,3,Mary-Anne,NA,NA,NA,2,5,IN,NA,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns
2,3,Robert,NA,NA,NA,2,4,IN,NA,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls
2,3,Ian,NA,NA,NA,2,10,OUT,NA,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs
2,3,Urvashi,NA,NA,NA,2,9,OUT,NA,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves
2,3,Yasmin,NA,NA,NA,2,2,STAR BAKER,NA,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls"
NA,3,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,3,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
2,4,Janet,NA,NA,NA,2,4,IN,NA,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons"
NA,4,Joanne,NA,NA,NA,2,8,IN,NA,NA,NA
2,4,Mary-Anne,NA,NA,NA,2,2,IN,NA,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons
2,4,Robert,NA,NA,NA,2,7,IN,NA,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons
2,4,Yasmin,NA,NA,NA,2,6,IN,NA,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons
2,4,Ben,NA,NA,NA,2,5,OUT,NA,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons
2,4,Holly,NA,NA,NA,2,3,STAR BAKER,NA,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)"
2,4,Jason,NA,NA,NA,2,1,STAR BAKER,NA,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)"
6,4,Ian,NA,NA,NA,2,NA,NA,NA,Pomegranate Two Ways Crème Brûlées,Trio of Spicy and Herby Baked Cheesecakes
NA,4,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,4,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,4,Urvashi,NA,NA,NA,2,NA,NA,NA,NA,NA
2,5,Holly,NA,NA,NA,2,4,IN,NA,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie
NA,5,Joanne,NA,NA,NA,2,6,IN,NA,NA,NA
2,5,Mary-Anne,NA,NA,NA,2,2,IN,NA,Chicken and Bacon Pie,Midnight Meringue
2,5,Yasmin,NA,NA,NA,2,5,IN,NA,Family Fish Pie,Peach and Raspberry Meringue Pie
2,5,Jason,NA,NA,NA,2,7,OUT,NA,Brown Down Chicken Pie,Plum Meringue Pie
2,5,Robert,NA,NA,NA,2,3,OUT,NA,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie
2,5,Janet,NA,NA,NA,2,1,STAR BAKER,NA,Chicken and Chestnut Pie,Rhubarb Meringue Pie
NA,5,Ben,NA,NA,NA,2,NA,NA,NA,NA,NA
6,5,Ian,NA,NA,NA,2,NA,NA,NA,Honey and Flowers Cake,Dessert Island
NA,5,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,5,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,5,Urvashi,NA,NA,NA,2,NA,NA,NA,NA,NA
2,6,Holly,NA,NA,NA,2,3,IN,NA,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche
2,6,Janet,NA,NA,NA,2,5,IN,NA,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche
2,6,Mary-Anne,NA,NA,NA,2,4,IN,NA,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel
2,6,Yasmin,NA,NA,NA,2,2,OUT,NA,Baked Amaretto Cheesecake,Rose Croquembouche
NA,6,Joanne,NA,NA,NA,2,1,STAR BAKER,NA,NA,NA
NA,6,Ben,NA,NA,NA,2,NA,NA,NA,NA,NA
6,6,Ian,NA,NA,NA,2,NA,NA,NA,Pear and Raspberry Frangipane Tart,vol-au-vents Terre et Mer
NA,6,Jason,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,6,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,6,Robert,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,6,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,6,Urvashi,NA,NA,NA,2,NA,NA,NA,NA,NA
2,7,Holly,NA,NA,NA,2,1,IN,NA,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits"
NA,7,Joanne,NA,NA,NA,2,3,IN,NA,NA,NA
2,7,Mary-Anne,NA,NA,NA,2,2,IN,NA,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes
2,7,Janet,NA,NA,NA,2,4,OUT,NA,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat
NA,7,Ben,NA,NA,NA,2,NA,NA,NA,NA,NA
6,7,Ian,NA,NA,NA,2,NA,NA,NA,Roadkill Pie,Victoria's Crown Charlotte Russe
NA,7,Jason,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,7,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,7,Robert,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,7,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,7,Urvashi,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,7,Yasmin,NA,NA,NA,2,NA,NA,NA,NA,NA
2,8,Holly,NA,NA,NA,2,2,Runner-up,NA,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich
2,8,Mary-Anne,NA,NA,NA,2,3,Runner-up,NA,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub
NA,8,Joanne,NA,NA,NA,2,1,WINNER,NA,NA,NA
NA,8,Ben,NA,NA,NA,2,NA,NA,NA,NA,NA
6,8,Ian,NA,NA,NA,2,NA,NA,NA,Mont Blanc & Black Forest Gâteau Horns,Nun with Hidden Passions
NA,8,Janet,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Jason,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Keith,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Robert,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Simon,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Urvashi,NA,NA,NA,2,NA,NA,NA,NA,NA
NA,8,Yasmin,NA,NA,NA,2,NA,NA,NA,NA,NA
3,1,Brendan,NA,NA,NA,3,10,IN,NA,"Plum, Sour Cherry & Walnut",UNKNOWN
3,1,Cathryn,NA,NA,NA,3,5,IN,NA,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake
3,1,Danny,NA,NA,NA,3,7,IN,NA,"Plum, Ginger & Orange",UNKNOWN
3,1,James,NA,NA,NA,3,2,IN,NA,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake"
3,1,John,NA,NA,NA,3,11,IN,NA,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake
3,1,Manisha,NA,NA,NA,3,6,IN,NA,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart
3,1,Peter,NA,NA,NA,3,3,IN,NA,"Pear, Muscat & Chocolate",Jubilee Cake
3,1,Ryan,NA,NA,NA,3,8,IN,NA,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake
3,1,Sarah-Jane,NA,NA,NA,3,1,IN,NA,"Pear, Chocolate and Hazelnut",Hidden Crown Cake
3,1,Stuart,NA,NA,NA,3,9,IN,NA,Tomato and Ginger,Lemon and Pistachio Union Flag Cake
3,1,Natasha,NA,NA,NA,3,12,OUT,NA,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake
3,1,Victoria,NA,NA,NA,3,4,STAR BAKER,NA,Pear and Pecan,Blackbird Pie Cake
3,2,Brendan,NA,NA,NA,3,4,IN,NA,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels"
3,2,Cathryn,NA,NA,NA,3,8,IN,NA,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels"
3,2,Danny,NA,NA,NA,3,3,IN,NA,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN
3,2,James,NA,NA,NA,3,2,IN,NA,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels"
3,2,Manisha,NA,NA,NA,3,6,IN,NA,Indian FlatbreadsItalian Flatbreads,UNKNOWN
3,2,Ryan,NA,NA,NA,3,5,IN,NA,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels"
3,2,Sarah-Jane,NA,NA,NA,3,10,IN,NA,Toasted Coconut and Lime RotisOatcakes,UNKNOWN
3,2,Stuart,NA,NA,NA,3,9,IN,NA,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels"
3,2,Victoria,NA,NA,NA,3,7,IN,NA,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels"
3,2,Peter,NA,NA,NA,3,11,OUT,NA,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels"
3,2,John,NA,NA,NA,3,1,STAR BAKER,NA,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels"
NA,2,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
3,3,Brendan,NA,NA,NA,3,9,IN,NA,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart"
3,3,Cathryn,NA,NA,NA,3,3,IN,NA,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart"
3,3,Danny,NA,NA,NA,3,2,IN,NA,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart"
3,3,John,NA,NA,NA,3,6,IN,NA,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart"
3,3,Manisha,NA,NA,NA,3,10,IN,NA,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart
3,3,Ryan,NA,NA,NA,3,5,IN,NA,Spiced Pear Tarte Tatin,UNKNOWN
3,3,Sarah-Jane,NA,NA,NA,3,8,IN,NA,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam
3,3,Stuart,NA,NA,NA,3,7,IN,NA,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart
3,3,Victoria,NA,NA,NA,3,4,OUT,NA,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust
3,3,James,NA,NA,NA,3,1,STAR BAKER,NA,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart"
NA,3,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,3,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
3,4,Cathryn,NA,NA,NA,3,3,IN,NA,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue"
3,4,Danny,NA,NA,NA,3,2,IN,NA,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise"
3,4,James,NA,NA,NA,3,5,IN,NA,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue"
3,4,John,NA,NA,NA,3,6,IN,NA,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova
3,4,Manisha,NA,NA,NA,3,9,IN,NA,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert
3,4,Ryan,NA,NA,NA,3,7,IN,NA,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue"
3,4,Sarah-Jane,NA,NA,NA,3,4,IN,NA,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue
3,4,Stuart,NA,NA,NA,3,8,OUT,NA,Black Forest Torte,Choca Blocka Mocha Meringue
3,4,Brendan,NA,NA,NA,3,1,STAR BAKER,NA,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise"
NA,4,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,4,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,4,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,5,Brendan,NA,NA,NA,3,3,IN,NA,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie
3,5,Cathryn,NA,NA,NA,3,1,IN,NA,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie
3,5,Danny,NA,NA,NA,3,7,IN,NA,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie
3,5,James,NA,NA,NA,3,6,IN,NA,Four Pig Wellington,Sweet Potato Pie
3,5,John,NA,NA,NA,3,2,IN,NA,Venison and Haggis Wellington,Star-Spangled Pecan Pie
3,5,Sarah-Jane,NA,NA,NA,3,4,IN,NA,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie
3,5,Manisha,NA,NA,NA,3,5,OUT,NA,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie
3,5,Ryan,NA,NA,NA,3,8,STAR BAKER,NA,Curry Spiced Seabass Wellington,Key Lime Pie
NA,5,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,5,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,5,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,5,Victoria,NA,NA,NA,3,NA,NA,NA,NA,NA
3,6,Cathryn,NA,NA,NA,3,3,IN,NA,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel
3,6,Danny,NA,NA,NA,3,2,IN,NA,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel"
3,6,James,NA,NA,NA,3,7,IN,NA,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel"
3,6,John,NA,NA,NA,3,5,IN,NA,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury
3,6,Ryan,NA,NA,NA,3,6,IN,NA,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel"
3,6,Sarah-Jane,NA,NA,NA,3,4,IN,NA,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries
3,6,Brendan,NA,NA,NA,3,1,STAR BAKER,NA,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel"
NA,6,Manisha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,6,Natasha,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,6,Peter,NA,NA,NA,3,NA,NA,NA,NA,NA
NA,6,Stuart,NA,NA,NA,3,NA,NA,NA,NA,NA
